2024-01-30 15:18:17,242 INFO    StreamThr :24044 [internal.py:wandb_internal():86] W&B internal server running at pid: 24044, started at: 2024-01-30 15:18:17.242497
2024-01-30 15:18:17,243 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status
2024-01-30 15:18:17,246 INFO    WriterThread:24044 [datastore.py:open_for_write():87] open: C:\Users\TYLER\Documents\GitHub\BeyondTheRainbow\wandb\offline-run-20240130_151817-twf3iecr\run-twf3iecr.wandb
2024-01-30 15:18:17,290 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: run_start
2024-01-30 15:18:17,311 DEBUG   HandlerThread:24044 [system_info.py:__init__():27] System info init
2024-01-30 15:18:17,311 DEBUG   HandlerThread:24044 [system_info.py:__init__():42] System info init done
2024-01-30 15:18:17,311 INFO    HandlerThread:24044 [system_monitor.py:start():194] Starting system monitor
2024-01-30 15:18:17,311 INFO    SystemMonitor:24044 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-30 15:18:17,311 INFO    HandlerThread:24044 [system_monitor.py:probe():214] Collecting system info
2024-01-30 15:18:17,316 INFO    SystemMonitor:24044 [interfaces.py:start():190] Started cpu monitoring
2024-01-30 15:18:17,316 INFO    SystemMonitor:24044 [interfaces.py:start():190] Started disk monitoring
2024-01-30 15:18:17,318 INFO    SystemMonitor:24044 [interfaces.py:start():190] Started gpu monitoring
2024-01-30 15:18:17,324 INFO    SystemMonitor:24044 [interfaces.py:start():190] Started memory monitoring
2024-01-30 15:18:17,333 INFO    SystemMonitor:24044 [interfaces.py:start():190] Started network monitoring
2024-01-30 15:18:17,337 DEBUG   HandlerThread:24044 [system_info.py:probe():151] Probing system
2024-01-30 15:18:17,338 DEBUG   HandlerThread:24044 [system_info.py:_probe_git():136] Probing git
2024-01-30 15:18:17,406 DEBUG   HandlerThread:24044 [system_info.py:_probe_git():144] Probing git done
2024-01-30 15:18:17,406 DEBUG   HandlerThread:24044 [system_info.py:probe():199] Probing system done
2024-01-30 15:18:17,407 DEBUG   HandlerThread:24044 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.11.0', 'heartbeatAt': '2024-01-30T15:18:17.337453', 'startedAt': '2024-01-30T15:18:17.235226', 'docker': None, 'cuda': None, 'args': ('0', '0'), 'state': 'running', 'program': 'C:\\Users\\TYLER\\Documents\\GitHub\\BeyondTheRainbow\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/VIPTankz/BeyondTheRainbow.git', 'commit': '267a72ad586ae7639527394923b45879b80416aa'}, 'email': 't.y.l.e.r.14@live.co.uk', 'root': 'C:/Users/TYLER/Documents/GitHub/BeyondTheRainbow', 'host': 'LAPTOP-0FL29BIK', 'username': 'TYLER', 'executable': 'C:\\Users\\TYLER\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3201.0, 'min': 0.0, 'max': 3201.0}, 'cpu_freq_per_core': [{'current': 3201.0, 'min': 0.0, 'max': 3201.0}], 'disk': {'/': {'total': 952.7548789978027, 'used': 536.3130035400391}}, 'gpu': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'memory_total': 8589934592}], 'memory': {'total': 15.355525970458984}}
2024-01-30 15:18:17,407 INFO    HandlerThread:24044 [system_monitor.py:probe():224] Finished collecting system info
2024-01-30 15:18:17,407 INFO    HandlerThread:24044 [system_monitor.py:probe():227] Publishing system info
2024-01-30 15:18:17,407 INFO    HandlerThread:24044 [system_monitor.py:probe():229] Finished publishing system info
2024-01-30 15:18:17,417 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: python_packages
2024-01-30 15:18:22,276 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:22,276 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
2024-01-30 15:18:27,329 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:27,330 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
2024-01-30 15:18:32,367 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:32,367 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
2024-01-30 15:18:37,406 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:37,406 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
2024-01-30 15:18:42,465 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:42,466 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
2024-01-30 15:18:47,498 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:47,498 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
2024-01-30 15:18:52,537 DEBUG   HandlerThread:24044 [handler.py:handle_request():146] handle_request: status_report
2024-01-30 15:18:52,537 DEBUG   SenderThread:24044 [sender.py:send_request():409] send_request: status_report
